SystematicID,Gene,Product,S.cerevisiae_ortholog,Human_ortholog,RG_CLS,Validated/Group,ValidationCLS
SPAC1687.10,mcp1,microtubule binding protein Mcp1,ASE1,PRC1,NA,no,
SPAC1687.12c,coq4,ubiquinone biosynthesis protein Coq4 (predicted),COQ4,COQ4,NA,no,
SPAC1687.13c,csn5,COP9/signalosome complex protease subunit Csn5,RRI1,COPS5,NA,no,
SPAC1687.14c,,"EF hand family protein, centrin-like",,,NA,no,
SPAC1687.15,gsk3,serine/threonine protein kinase Gsk3,"MRK1,RIM11,MCK1","GSK3A,GSK3B",NA,no,
SPAC1687.16c,erg31,C-5 sterol desaturase Erg31,ERG3,SC5D,NA,no,
SPAC1687.17c,,Der1-like (degradation in the ER) family (predicted),"DER1,DFM1","DERL3,DERL2,DERL1",NA,no,
SPAC1687.19c,qtr1,queuine tRNA-ribosyltransferase Qtrt1,,QTRT1,NA,no,
SPAC1687.21,,"fructose-2,6-bisphosphatase, human TIGAR ortholog (predicted)",YOR283W,TIGAR,NA,no,
SPAC1687.23c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC16A10.02,sub1,transcription coactivator PC4,SUB1,SUB1,long,no,
SPAC16A10.03c,,ubiquitin-protein ligase E3 involved in vesicle docking Pep5/Vps11-like (predicted),PEP5,VPS11,NA,no,
SPAC16A10.04,rho4,Rho family GTPase Rho4,RHO4,"RHOA,RHOB,RHOC",long,no,
SPAC16A10.05c,dad1,DASH complex subunit Dad1,DAD1,,long,yes:Bar_seqTopL,long
SPAC16C9.01c,,"ribokinase-like, unknown specificity (predicted)",MAK32,,NA,no,
SPAC16C9.02c,mta1,S-methyl-5-thioadenosine phosphorylase Mta1,MEU1,MTAP,long,yes:Bar_seqUnexplored.L,short
SPAC16C9.05,cph1,Clr6 histone deacetylase associated PHD protein-1 Cph1,RCO1,PHF12,short,no,
SPAC16C9.06c,upf1,ATP-dependent RNA helicase Upf1,NAM7,UPF1,short,no,
SPAC16C9.07,pom2,DYRK family protein kinase Pom2,YAK1,"DYRK2,DYRK3,DYRK4",NA,no,
SPAC16E8.01,shd1,"cytoskeletal protein binding protein Sla1 family, Shd1 (predicted)",SLA1,,NA,no,
SPAC16E8.05c,,Schizosaccharomyces specific protein Mde1,,,NA,no,
SPAC16E8.06c,nop12,RNA-binding protein Nop12 (predicted),NOP12,RBM34,NA,no,
SPAC16E8.08,pos1,Spa2 interacting protein Pos1,,,NA,no,
SPAC16E8.12c,png3,ING family homolog Png3 (predicted),,,NA,no,
SPAC16E8.13,,"ubiquitin-protein ligase E3, human BRAP ortholog (predicted)",ETP1,BRAP,NA,no,
SPAC16E8.14c,tae1,ribosomal protein AdoMet-dependent proline dimethyltransferase Tae1 (predicted),TAE1,"NTMT1,METTL11B",NA,no,
SPAC16E8.17c,,succinate-CoA ligase alpha subunit (predicted),LSC1,SUCLG1,NA,no,
SPAC16E8.18,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC1705.02,,"SERF family protein, DUF, human 4F5S homolog, implicated in mRNA splicing",YDL085C-A,SERF1A,NA,no,
SPAC1751.01c,gti1,gluconate transmembrane transporter inducer Gti1,"MIT1,YHR177W",,NA,no,
SPAC1751.04,loc1,ribosome biogenesis protein Loc1 (predicted),LOC1,,NA,no,
SPAC1782.01,ecm29,proteasome assembly chaperone Ecm29,ECM29,ECPAS,NA,no,
SPAC1782.02c,,conserved fungal protein,ILM1,,NA,no,
SPAC1782.04,cox24,mitochondrial mRNA processing protein Cox24/Pet20 (predicted),"QRI5,MRX6",AURKAIP1,NA,no,
SPAC1782.05,ypa2,"protein phosphatase type 2A regulator, PTPA family Ypa2",RRD2,PTPA,short,no,
SPAC1782.06c,phb1,prohibitin Phb1 (predicted),PHB1,PHB,NA,no,
SPAC1782.07,qcr8,ubiquinol-cytochrome-c reductase complex subunit 7,QCR8,UQCRQ,NA,no,
SPAC1782.08c,rex3,exonuclease Rex3 (predicted),REX3,REXO1,NA,no,
SPAC1782.09c,clp1,Cdc14-related protein phosphatase Clp1/Flp1,CDC14,"CDC14A,CDC14B",NA,no,
SPAC1782.11,met14,adenylyl-sulfate kinase (predicted),MET14,"PAPSS1,PAPSS2",NA,no,
SPAC1783.01,,methionine synthase reductase (predicted),,MTRR,NA,no,
SPAC1783.02c,vps66,1-acylglycerol-3-phosphate O-acyltransferase Vps66 (predicted),LOA1,GPAT3,NA,no,
SPAC1783.04c,hst4,Sirtuin family histone deacetylase Hst4,"HST4,HST3","SIRT2,SIRT3",NA,no,
SPAC1783.05,hrp1,ATP-dependent DNA helicase Hrp1,CHD1,"CHD1,CHD2",NA,no,
SPAC1783.06c,atg12,autophagy associated ubiquitin-like protein modifier Atg12,ATG12,ATG12,NA,no,
SPAC1783.07c,pap1,transcription factor Pap1/Caf3,YAP1,,NA,no,
SPAC1783.08c,rpl1502,60S ribosomal protein L15b (predicted),"RPL15A,RPL15B",RPL15,long,no,
SPAC1786.01c,ptl2,triacylglycerol lipase ptl2,"TGL4,TGL5",,NA,no,
SPAC1786.02,,phospholipase (predicted),"PLB2,PLB1,PLB3","PLA2G4E,PLA2G4F,PLA2G4D,PLA2G4A,PLA2G4B,PLA2G4C",NA,no,
SPAC1786.04,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC17A2.01,bsu1,"plasma membrane high-affinity import carrier for pyridoxine, pyridoxal, and pyridoxamine Bsu1",,,NA,no,
SPAC17A2.02c,,"ER protein, DUF887 family protein, implicated in lipid metabolism","TDA4,YPR114W",TLCD4,NA,no,
SPAC17A2.05,osm1,fumarate reductase Osm1 (predicted),"FRD1,OSM1",,NA,no,
SPAC17A2.06c,vps8,CORVET complex WD repeat Vps8 (predicted),VPS8,VPS8,short,no,
SPAC17A2.07c,,Schizosaccharomyces specific protein,,,NA,no,
SPAC17A2.09c,csx1,RNA-binding protein Csx1,"NGR1,NAM8",TRNAU1AP,long,no,
SPAC17A2.10c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC17A2.11,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPAC17A2.12,rrp1,ATP-dependent DNA helicase/ ubiquitin-protein ligase E3 (predicted),ULS1,TTF2,NA,no,
SPAC17A2.13c,rad25,14-3-3 protein Rad25,"BMH2,BMH1","YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ",NA,no,
SPAC17A2.14,mnr2,vacuolar CorA family magnesium ion transmembrane transporter Mnr2,MNR2,,NA,no,
SPAC17A5.01,pex6,peroxin-6 (predicted),PEX6,PEX6,short,no,
SPAC17A5.02c,dbr1,RNA lariat debranching enzyme Dbr1,DBR1,DBR1,NA,no,
SPAC17A5.04c,mde10,spore wall assembly ADAM family peptidase Mde10,,,NA,no,
SPAC17A5.05c,,methyltransferase (predicted),,,NA,no,
SPAC17A5.07c,ulp2,SUMO deconjugating cysteine peptidase Ulp2 (predicted),ULP2,"SENP6,SENP7",short,no,
SPAC17A5.08,erp2,COPII-coated vesicle component Erp2/3/4 (predicted),"ERP2,ERP3,ERP4",TMED3,short,no,
SPAC17A5.09c,glc8,protein phosphatase regulatory subunit Glc8 (predicted),GLC8,PPP1R2,NA,no,
SPAC17A5.10,hua1,"conserved fungal protein, possibly DNA J domain Hua1",HUA1,,NA,no,
SPAC17A5.11,rec12,meiotic recombination endonuclease Rec12,SPO11,SPO11,NA,no,
SPAC17A5.14,exo2,exonuclease II Exo2,XRN1,XRN1,NA,no,
SPAC17A5.16,ftp105,"Golgi localized protein, human HID1 ortholog 3, implicated in vesicle-mediated transport",ECM30,HID1,NA,no,
SPAC17A5.18c,rec25,meiotic recombination protein Rec25,,,NA,no,
SPAC17C9.05c,pmc3,mediator complex subunit Med27,,MED27,NA,no,
SPAC17C9.07,alg8,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase Alg8 (predicted)",ALG8,ALG8,NA,no,
SPAC17C9.08,pnu1,mitochondrial endodeoxyribonuclease Pnu1,NUC1,"ENDOG,EXOG",NA,no,
SPAC17C9.09c,tim13,Tim8-Tim13 mitochondrial intermembrane space protein transporter complex subunit Tim13 (predicted),TIM13,TIMM13,NA,no,
SPAC17C9.10,stm1,vacuolar amino acid transmembrane transporter Stm1 (predicted),"RTC2,YDR090C,YPQ2,YPQ1",SLC66A1,NA,no,
SPAC17C9.11c,,zf-C2H2 type zinc finger protein/UBA domain protein,,UBXN1,NA,no,
SPAC17C9.14,pex19,Pex19 protein (predicted),PEX19,PEX19,short,no,
SPAC17C9.15c,,Schizosaccharomyces specific protein,,,both,no,
SPAC17C9.16c,mfs1,plasma membrane spermidine transmembrane transporter Mfs1 (predicted),,,NA,no,
SPAC17D4.01,pex7,peroxin-7 (predicted),PEX7,PEX7,NA,no,
SPAC17D4.03c,cis4,"Golgi zinc importer, CDF family, Cis4",MSC2,"SLC30A5,SLC30A7",short,no,
SPAC17D4.04,trm401,tRNA (cytosine-5-)-methyltransferase (predicted),NCL1,NSUN2,NA,no,
SPAC17G6.02c,tco1,RTA1-like protein,"PUG1,RTA1,YLR046C,RSB1",,NA,no,
SPAC17G6.03,,"extracellular 5'-nucleotidase, human NT5E family (predicted)",YHR202W,NT5E,NA,no,
SPAC17G6.05c,bro1,BRO1 domain protein Bro1 (predicted),BRO1,"PTPN23,RHPN1,RHPN2,PDCD6IP",NA,no,
SPAC17G6.06,rps2401,40S ribosomal protein S24 (predicted),"RPS24A,RPS24B",RPS24,NA,no,
SPAC17G6.08,pep7,prevacuole/endosomal FYVE tethering component Pep7 (predicted),PEP7,RBSN,NA,no,
SPAC17G6.13,slt1,Schizosaccharomyces specific protein Slt1,,,NA,no,
SPAC17G6.15c,fsf1,"mitochondrial carrier, serine Fsf1 (predicted)",FSF1,"SFXN5,SFXN1,SFXN2,SFXN3,SFXN4",both,no,
SPAC17G6.17,pof8,LARP7 family RNA-binding protein Pof8/Lar7,,"SSB,LARP7",NA,no,
SPAC17G8.05,med20,mediator complex subunit Med20,SRB2,MED20,NA,no,
SPAC17G8.06c,,dihydroxy-acid dehydratase (predicted),ILV3,,short,no,
SPAC17G8.08c,gdt2,Golgi Ca(2+)/H(+) antiporter Gdt2,GDT1,TMEM165,NA,no,
SPAC17G8.09,shg1,Set1C complex subunit Shg1,SHG1,,NA,no,
SPAC17G8.10c,dma1,mitotic spindle checkpoint ubiquitin ligase Dma1,"DMA1,DMA2",RNF8,NA,no,
SPAC17G8.11c,imt3,mannosyltransferase Imt3,"CSH1,SUR1",,NA,no,
SPAC17G8.13c,mst2,histone acetyltransferase Mst2,SAS3,"KAT6A,KAT7,KAT6B,KAT8",NA,no,
SPAC17G8.14c,pck1,protein kinase C (PKC)-like Pck1,PKC1,"PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCQ",NA,no,
SPAC17H9.01,cid16,poly(A/U) polymerase Cid16 (predicted),,"TUT7,TUT4",NA,no,
SPAC17H9.03c,rdl1,RAD51D-like protein 1,PSY3,RAD51D,NA,no,
SPAC17H9.04c,nrp1,"nucleolar RNA-binding protein, human TEX13A and TEX13B ortholog, implicated in mRNA processing",NRP1,"TEX13A,TEX13B",NA,no,
SPAC17H9.06c,,"DUF4196 and DUF4211, human CCDC82 ortholog",,CCDC82,NA,no,
SPAC17H9.08,,"mitochondrial carrier, coenzyme A (predicted)",LEU5,SLC25A16,short,no,
SPAC17H9.09c,ras1,GTPase Ras1,"RAS2,RAS1","HRAS,KRAS,NRAS",NA,no,
SPAC17H9.10c,ddb1,Cul4-RING E3 adaptor Ddb1,,DDB1,short,no,
SPAC17H9.11,gmf1,cofilin/tropomyosin family Glia Maturation Factor homolog Gmf1,AIM7,"GMFB,GMFG",NA,yes:Observational.L10,long
SPAC17H9.12c,cyc2,mitochondrial cytochrome c-heme linkage protein Cyc2 (predicted),CYC2,CYB5RL,NA,no,
SPAC17H9.13c,pro2,glutamate 5-kinase Pro2,"PRO1,YHR033W",ALDH18A1,both,no,
SPAC17H9.14c,pdi2,ER protein disulfide isomerase Pdi2,MPD2,,NA,no,
SPAC17H9.19c,cdt2,WD repeat protein Cdt2,,DTL,NA,no,
SPAC1805.01c,ppk6,serine/threonine protein kinase Ppk6 (predicted),"PSK1,PSK2",PASK,NA,no,
SPAC1805.02c,etf2,electron transfer flavoprotein beta subunit EtfB (predicted),CIR1,ETFB,NA,no,
SPAC1805.03c,trm13,tRNA 2'-O-methyltransferase Trm13 (predicted),TRM13,TRMT13,NA,no,
SPAC1805.04,nup132,"nucleoporin, WD repeat Nup132",NUP133,"NUP133,NUP155",NA,no,
SPAC1805.06c,hem2,porphobilinogen synthase Hem2 (predicted),HEM2,ALAD,NA,no,
SPAC1805.07c,dad2,DASH complex subunit Dad2,DAD2,,NA,no,
SPAC1805.08,dlc1,dynein light chain Dlc1,TDA2,"TCTE3,DYNLT1,TCTEX1D1,TCTEX1D2,TCTEX1D4",NA,no,
SPAC1805.09c,fmt1,mitochondrial methionyl-tRNA formyltransferase Fmt1 (predicted),FMT1,MTFMT,NA,no,
SPAC1805.10,,Schizosaccharomyces specific protein,,,NA,no,
SPAC1805.11c,rps2602,40S ribosomal protein S26 (predicted),"RPS26B,RPS26A",RPS26,NA,no,
SPAC1805.12c,uep1,ribosomal-ubiquitin fusion protein Ubi2,"RPL40A,RPL40B",UBA52,NA,no,
SPAC1805.14,,Schizosaccharomyces specific protein,,,NA,no,
SPAC1805.15c,pub2,HECT-type ubiquitin-protein ligase E3 Pub2,RSP5,"NEDD4,NEDD4L",NA,no,
SPAC1805.16c,,purine nucleoside phosphorylase (predicted),PNP1,PNP,short,no,
SPAC1834.03c,hhf1,histone H4 h4.1,"HHF1,HHF2","HIST4H4,HIST1H4A,HIST1H4D,HIST1H4F,HIST1H4K,HIST1H4J,HIST1H4C,HIST1H4H,HIST1H4B,HIST1H4E,HIST1H4L,HIST1H4G,HIST1H4I,HIST2H4A",NA,no,
SPAC1834.04,hht1,histone H3 h3.1,"HHT1,HHT2","HIST2H3C,HIST2H3A,HIST2H3D,HIST2H3PS2,H3F3A,H3F3B,HIST1H3A,HIST1H3D,HIST1H3C,HIST1H3E,HIST1H3I,HIST1H3G,HIST1H3F,HIST1H3J,HIST1H3H,HIST1H3B,HIST3H3",NA,no,
SPAC1834.05,alg9,mannosyltransferase complex subunit Alg9 (predicted),ALG9,ALG9,long,no,
SPAC1834.07,klp3,kinesin-like protein Klp3,SMY1,KIF5B,NA,no,
SPAC1834.08,mak1,histidine kinase Mak1,,,NA,no,
SPAC1834.09,mug51,variant protein kinase 19 family protein,,STK19,NA,no,
SPAC1834.10c,,mitochondrial proton-transporting ATP synthase complex assembly protein (predicted),,TMEM70,NA,no,
SPAC1851.02,slc1,1-acylglycerol-3-phosphate O-acyltransferase Slc1 (predicted),SLC1,"AGPAT1,AGPAT2",NA,no,
SPAC1851.03,ckb1,CK2 family regulatory subunit Ckb1,"CKB1,CKB2",CSNK2B,short,no,
SPAC1851.04c,ric1,Ypt/Rab-specific guanyl-nucleotide exchange factor (GEF) subunit Ric1,RIC1,RIC1,short,no,
SPAC186.01,pfl9,"cell surface glycoprotein, flocculin Pfl9, DIPSY family",,,NA,no,
SPAC186.02c,,"hydroxyacid dehydrogenase, implicated in cellular detoxification (predicted)",,,NA,no,
SPAC186.03,,L-asparaginase (predicted),"ASP3-1,ASP3-2,ASP3-3,ASP3-4",ASPG,NA,no,
SPAC186.05c,gdt1,Golgi calcium and manganese antiporter Gdt1,GDT1,TMEM165,NA,no,
SPAC186.06,,phenazine biosynthesis PhzF protein family,YHI9,PBLD,NA,no,
SPAC186.08c,,L-lactate dehydrogenase (predicted),,,NA,no,
SPAC186.09,pdc102,pyruvate decarboxylase (predicted),,,NA,no,
SPAC18B11.02c,pus9,tRNA pseudouridine synthase Pus9 (predicted),PUS9,RPUSD2,NA,no,
SPAC18B11.03c,,N-acetyltransferase (predicted),SLI1,,NA,no,
SPAC18B11.04,ncs1,neuronal calcium sensor related protein Ncs1,FRQ1,NCS1,NA,no,
SPAC18B11.08c,,UPF0139 family conserved fungal ER membrane protein,YPR063C,,NA,no,
SPAC18B11.09c,,serine O-acetyltransferase activity (predicted),YJL218W,,NA,no,
SPAC18B11.11,,GTPase activating protein (predicted),,TSC2,NA,no,
SPAC18G6.01c,,chalcone related protein family,"AIM18,AIM46",,NA,no,
SPAC18G6.02c,chp1,heterochromatin (HP1) family chromodomain protein Chp1,,,NA,no,
SPAC18G6.04c,shm2,serine hydroxymethyltransferase Shm2 (predicted),SHM1,"SHMT1,SHMT2",NA,no,
SPAC18G6.05c,gcn1,translation initiation regulator Gcn1,GCN1,GCN1,NA,no,
SPAC18G6.10,lem2,LEM domain nuclear inner membrane protein Heh1/Lem2,"HEH2,SRC1",LEMD2,short,no,
SPAC18G6.12c,,ThiJ domain protein (predicted),,,NA,no,
SPAC18G6.13,,Schizosaccharomyces specific protein,,,NA,no,
SPAC18G6.15,mal3,"microtubule plus-end binding protein, EB1 family Mal3",BIM1,"MAPRE1,MAPRE2",NA,no,
SPAC1952.02,tma23,ribosome biogenesis protein Tma23 (predicted),TMA23,GPATCH4,short,no,
SPAC1952.03,otu2,"ubiquitin specific cysteine protease, OTU family, Otu2",OTU2,"OTUD6B,OTUD6A",short,no,
SPAC1952.05,gcn5,SAGA complex histone acetyltransferase catalytic subunit Gcn5,GCN5,"KAT2A,KAT2B",short,no,
SPAC1952.06c,,spliceosomal complex subunit (predicted),,CTNNBL1,NA,no,
SPAC1952.07,rad1,checkpoint clamp complex protein Rad1,RAD17,RAD1,NA,no,
SPAC1952.08c,,pyridoxamine 5'-phosphate oxidase (predicted),"YLR456W,YPR172W",,NA,no,
SPAC1952.09c,,acetyl-CoA hydrolase (predicted),ACH1,,short,yes:Bar_seqShort,short
SPAC1952.10c,,conserved fungal multispanning membrane protein,,,NA,no,
SPAC1952.11c,ure2,nickel-dependent urease Ure2,,,NA,no,
SPAC1952.12c,csn71,COP9/signalosome complex subunit 7a (predicted),,"COPS7A,COPS7B",NA,no,
SPAC1952.15c,rec24,meiotic recombination protein Rec24,MEI4,MEI4,NA,no,
SPAC1952.16,rga9,"RhoGAP, GTPase activating protein Rga9 (predicted)",,,NA,no,
SPAC1952.17c,tbc13,"GTPase activating protein, involved in vesicle-mediated transport (predicted)",,TBC1D13,NA,no,
SPAC19A8.01c,sec73,guanyl-nucleotide exchange factor Sec73 (predicted),SYT1,DAPP1,NA,no,
SPAC19A8.02,sip3,ER-plasma membrane tethering protein Sip3 (predicted),"LAM1,SIP3",,NA,no,
SPAC19A8.03,ymr1,"phosphatidylinositol-3-phosphatase, myotubularin family (predicted)",YMR1,"MTMR9,MTMR8,MTM1,MTMR1,MTMR2,MTMR6,MTMR7",NA,no,
SPAC19A8.04,erg5,C-22 sterol desaturase Erg5,ERG5,"CYP26C1,CYP26B1,CYP26A1",NA,no,
SPAC19A8.05c,sst4,"sorting receptor for ubiquitinated membrane proteins, ESCRT 0 complex subunit Sst4",VPS27,"STAM,STAM2",short,no,
SPAC19A8.08,upf2,nonsense-mediated decay protein Upf2,NMD2,UPF2,short,no,
SPAC19A8.10,rfp1,SUMO-targeted ubiquitin-protein ligase subunit Rfp1,SLX5,,NA,no,
SPAC19A8.11c,irc6,clathrin coat adaptor Irc6,IRC6,,NA,no,
SPAC19A8.14,pth2,mitochondrial aminoacyl-tRNA hydrolase Pth2 (predicted),PTH2,PTRH2,NA,no,
SPAC19B12.04,rps3001,40S ribosomal protein S30 (predicted),"RPS30A,RPS30B",FAU,short,no,
SPAC19B12.06c,rbd4,"rhomboid family protease, unknown biological role, associated with COP1 coated vesicle (predicted)",RBD2,,NA,no,
SPAC19B12.07c,,"zinc finger C2H2-type, human ZNF277 ortholog, implicated in transcriptional regulation",,ZNF277,NA,no,
SPAC19B12.08,atg4,Atg8 deconjugator Atg4 (predicted),ATG4,"ATG4C,ATG4A,ATG4D,ATG4B",NA,no,
SPAC19B12.09,srp14,signal recognition particle subunit Srp14,SRP14,SRP14,NA,no,
SPAC19B12.10,sst2,"human AMSH/STAMBP protein homolog, ubiquitin specific-protease",,STAMBP,short,no,
SPAC19B12.11c,bud20,zinc finger ribosome biogenesis protein Bud20 (predicted),BUD20,ZNF593,NA,no,
SPAC19B12.12c,yip11,SMN family protein Yip11,,GEMIN2,NA,no,
SPAC19D5.01,pyp2,tyrosine phosphatase Pyp2,"PTP3,PTP2","PTPN1,PTPN2",NA,no,
SPAC19D5.02c,pex22,peroxisomal membrane protein Pex22 (predicted),PEX22,,NA,no,
SPAC19D5.03,cid1,terminal uridylyltransferase Cid1,,"TUT7,TUT4",NA,no,
SPAC19D5.06c,din1,RNA pyrophosphohydrolase Din1,RAI1,DXO,NA,no,
SPAC19D5.07,uga1,4-aminobutyrate aminotransferase (GABA transaminase),UGA1,ABAT,NA,no,
SPAC19D5.11c,ctf8,Ctf18 RFC-like complex subunit Ctf8,CTF8,CHTF8,NA,no,
SPAC19E9.01c,nup40,nucleoporin Nup40,"ASM4,NUP53",NUP35,NA,no,
SPAC19E9.02,fin1,"serine/threonine protein kinase, NIMA related Fin1",KIN3,NEK10,NA,no,
SPAC19E9.03,pas1,cyclin Pas1,PCL5,CNPPD1,NA,no,
SPAC19G12.02c,pms1,MutL family mismatch-repair protein Pms1,PMS1,PMS2,NA,no,
SPAC19G12.03,cda1,chitin deacetylase Cda1,"CDA1,CDA2",,NA,no,
SPAC19G12.04,dal1,ureidoglycolate hydrolase (predicted),DAL3,,NA,no,
SPAC19G12.05,mce1,"mitochondrial carrier, citrate (predicted)",CTP1,SLC25A1,NA,no,
SPAC19G12.08,scs7,ER sphingosine hydroxylase Scs7,SCS7,FA2H,short,no,
SPAC19G12.09,,"NADH/NADPH-dependent indole-3-acetaldehyde reductase, implicated in cellular detoxification",YDL124W,,NA,no,
SPAC19G12.13c,poz1,shelterin complex subunit Poz1,,,NA,no,
SPAC19G12.15c,tpp1,trehalose-6-phosphate phosphatase Tpp1,TPS2,,NA,no,
SPAC1A6.01c,,"human thyroid receptor interacting protein homolog, transcription coactivator (predicted)",YKR023W,TRIP4,NA,no,
SPAC1A6.03c,,lysophospholipase (predicted),"PLB2,PLB1,PLB3","PLA2G4E,PLA2G4F,PLA2G4D,PLA2G4A,PLA2G4B,PLA2G4C",NA,no,
SPAC1A6.04c,plb1,phospholipase B homolog Plb1,"PLB2,PLB1,PLB3","PLA2G4E,PLA2G4F,PLA2G4D,PLA2G4A,PLA2G4B,PLA2G4C",NA,no,
SPAC1A6.05c,ptl3,triacylglycerol lipase ptl3,"TGL4,TGL5",,NA,no,
SPAC1A6.06c,meu31,Schizosaccharomyces specific protein Meu31,,,NA,no,
SPAC1A6.07,sle1,eisosome assembly protein Seg1,SEG1,,NA,no,
SPAC1A6.08c,mug125,Schizosaccharomyces specific protein Mug125,,,NA,no,
SPAC1A6.09c,lag1,sphingosine N-acyltransferase Lag1,"LAG1,LAC1","CERS2,CERS4,CERS5,CERS3,CERS6",NA,no,
SPAC1A6.10,tcd1,tRNA threonylcarbamoyladenosine dehydratase Tcd1 (predicted),"TCD1,TCD2",UBA5,NA,no,
SPAC1B1.02c,,NAD/NADH kinase (predicted),"YEF1,UTR1",NADK,NA,no,
SPAC1B1.04c,pan3,PAN complex protein phosphotransferase subunit Pan3 (predicted),PAN3,PAN3,NA,no,
SPAC1B2.04,cox6,cytochrome c oxidase subunit VI (predicted),COX6,COX5A,NA,no,
SPAC1B3.01c,,uracil phosphoribosyltransferase (predicted),FUR1,"UCK2,UCK1,UCKL1",NA,no,
SPAC1B3.02c,,"transcription elongation factor, Elf1 family (predicted)",ELF1,ELOF1,NA,no,
SPAC1B3.03c,wis2,cyclophilin family peptidyl-prolyl cis-trans isomerase Wis2,"CPR7,CPR6",PPID,NA,no,
SPAC1B3.04c,guf1,mitochondrial elongation factor GTPase Guf1 (predicted),GUF1,GUF1,NA,no,
SPAC1B3.05,not3,CCR4-Not complex NOT box subunit Not3/5,"NOT3,NOT5",CNOT3,NA,no,
SPAC1B3.06c,,UbiE family methyltransferase (predicted),,,NA,no,
SPAC1B3.07c,vps28,ESCRT I complex subunit Vps28,VPS28,VPS28,NA,no,
SPAC1B3.08,,TREX2 complex subunit (predicted),YJR084W,PCID2,NA,no,
SPAC1B3.10c,,"SEL1 repeat protein, ERAD E3 ligase adaptor subunit (predicted)",,"SEL1L,SEL1L2,SEL1L3",NA,no,
SPAC1B3.15c,,transmembrane transporter (predicted),VHT1,,NA,no,
SPAC1B3.16c,vht1,plasma membrane vitamin H transmembrane transporter Vht1,VHT1,,NA,no,
SPAC1B3.17,clr2,chromatin silencing protein Clr2,,,NA,no,
SPAC1B9.02c,sck1,serine/threonine protein kinase Sck1,SCH9,"SGK1,SGK3,SGK2,AKT1,AKT2",NA,no,
SPAC1D4.01,tls1,splicing factor Tls1,,C9orf78,NA,no,
SPAC1D4.02c,grh1,human GRASP protein family Golgi protein (predicted),GRH1,"GORASP1,GORASP2",NA,no,
SPAC1D4.03c,aut12,autophagy associated protein Aut12 (predicted),MON1,"MON1B,MON1A",NA,no,
SPAC1D4.05c,,Erd1 homolog (predicted),ERD1,XPR1,NA,no,
SPAC1D4.06c,csk1,cyclin-dependent kinase activating kinase Csk1,CAK1,,short,no,
SPAC1D4.09c,rtf2,replication termination factor Rtf2,,RTF2,NA,no,
SPAC1D4.11c,lkh1,dual specificity protein kinase Lkh1,KNS1,"CLK4,CLK1,CLK2,CLK3",NA,no,
SPAC1D4.13,byr1,MAP kinase kinase Byr1,STE7,"MAP2K1,MAP2K2",NA,no,
SPAC1F12.04c,,peroxisomal protein Pex11 paralog (predicted),PEX11,"PEX11A,PEX11B",NA,no,
SPAC1F12.05,any2,arrestin-related endocytic adaptor Any2 (predicted),LDB19,,NA,no,
SPAC1F12.06c,,inosine-containing RNA endoribonuclease (predicted),,ENDOV,NA,no,
SPAC1F12.10c,,NADPH-hemoprotein reductase (predicted),IRC21,CYB5R4,NA,no,
SPAC1F3.03,sro7,Lgl family protein Sro7 (predicted),"SRO77,SRO7","STXBP5,STXBP5L",short,no,
SPAC1F3.05,gga21,Golgi localized Arf binding gamma-adaptin ortholog Gga21,"GGA1,GGA2","TOM1,TOM1L1,TOM1L2",NA,no,
SPAC1F3.06c,spo15,mitotic and mieotic spindle pole body protein Spo15,,,NA,no,
SPAC1F3.07c,rsc58,RSC complex subunit Rsc58,RSC58,"EN1,EN2",NA,no,
SPAC1F3.09,mug161,"CwfJ family protein, splicing factor (predicted)",DRN1,CWF19L1,long,no,
SPAC1F3.10c,Oct-01,mitochondrial intermediate peptidase Oct1 (predicted),Oct-01,MIPEP,short,yes:Bar_seqShort,short
SPAC1F5.03c,,FAD-dependent oxidoreductase involved in late endosome to Golgi transport (predicted),TDA3,,NA,no,
SPAC1F5.05c,mso1,exocytic docking protein Mso1,MSO1,,short,no,
SPAC1F5.07c,hem14,protoporphyrinogen oxidase Hem14 (predicted),HEM14,PPOX,NA,no,
SPAC1F5.08c,yam8,plasma membrane stretch-activated calcium ion channel Yam8,MID1,"FAM155B,FAM155A",NA,no,
SPAC1F5.09c,shk2,PAK-related kinase Shk2,"CAF120,SKM1","PAK1,PAK2,PAK3",NA,no,
SPAC1F5.10,fal1,"exon junction complex subunit, ATP-dependent RNA helicase Fal1",FAL1,EIF4A3,short,no,
SPAC1F7.01c,spt6,nucleosome remodeling protein Spt6,SPT6,SUPT6H,NA,no,
SPAC1F7.06,hsp3105,"ThiJ domain protein, implicated in cellular detoxification","HSP31,SNO4,HSP33,HSP32",,NA,no,
SPAC1F7.08,fio1,plasma membrane iron transport multicopper oxidase Fio1,"GMC1,FET5,FET3",,NA,no,
SPAC1F7.09c,dal2,allantoicase Dal2,DAL2,ALLC,short,no,
